SPX,GLD,USO,SLV,EUR/USD
1047.219971,120.959999,32.619999,18.59,1.270648
2588.26001,127.610001,13.28,15.58,1.232499
1002.630005,93.870003,37.919998,14.03,1.441961
1003.23999,97.459999,35.32,15.87,1.429409
813.880005,91.980003,31.209999,13.35,1.3577
1057.579956,102.360001,35.959999,17.25,1.478131
1960.22998,128.039993,38.880001,20.25,1.369357
2083.25,123.209999,11.91,16.65,1.132298
1136.219971,110.489998,39.630001,17.91,1.44766
834.380005,88.800003,30.98,12.77,1.348909
2109.409912,118.919998,12.04,15.68,1.136402
1794.189941,119.769997,34.950001,18.49,1.365859
773.140015,94.730003,24.440001,13.61,1.287399
2044.810059,117.260002,18.280001,15.77,1.179607
1244.579956,169.630005,38.610001,31.860001,1.344393
2111.719971,122.730003,10.57,17.41,1.097333
1802.75,119.82,33.689999,19.129999,1.352759
1314.98999,154.5,31.719999,27.790001,1.257071
1180.26001,129.470001,34.849998,22.59,1.391692
1103.25,113.110001,37.490002,17.82,1.48412
815.549988,86.739998,28.940001,12.07,1.325135
1617.5,142.149994,34.139999,23.18,1.307019
1331.939941,157.770004,38.810001,39.889999,1.45081
1409.280029,164.119995,32.220001,31.82,1.309929
712.869995,88.989998,27.610001,12.78,1.263807
1099.920044,118.699997,38.52,18.620001,1.506546
1885.079956,124.580002,37.380001,18.629999,1.371385
2627.040039,122.809998,11.58,15.91,1.19049
1398.079956,158.309998,39.259998,30.719999,1.306506
944.890015,93.699997,39.68,15.13,1.400109
1392.780029,159.570007,40.139999,30.540001,1.321877
1372.180054,173.490005,40.790001,35.830002,1.340662
1114.050049,106.949997,36.16,16.690001,1.428674
2823.810059,127.650002,12.98,16.35,1.240957
1338.310059,153.520004,33.150002,26.219999,1.206185
2402.320068,117.139999,10.17,15.75,1.098177
1324.459961,142.639999,43.639999,39.209999,1.443793
2081.23999,103.559998,12.96,13.62,1.066997
989.669983,92.059998,36.860001,13.72,1.425395
2051.310059,111.360001,17.709999,14.76,1.106305
1344.329956,167.179993,37.330002,32.68,1.312715
1103.060059,118.690002,34.310001,18.120001,1.227401
2253.280029,108.830002,11.32,15.93,1.062925
1052.630005,98.900002,36.700001,16.780001,1.471194
800.030029,78.849998,41.0,9.52,1.259097
952.77002,72.800003,53.84,10.21,1.291806
1873.810059,128.889999,36.240002,20.360001,1.374117
1841.130005,133.100006,35.529999,20.620001,1.386539
2706.389893,127.75,13.41,15.8,1.237317
1166.76001,173.589996,32.919998,38.560001,1.358603
816.210022,75.650002,39.889999,9.18,1.259906
1218.709961,137.240005,38.040001,26.719999,1.377202
1056.890015,84.279999,71.610001,10.75,1.358806
946.429993,79.290001,59.34,9.6,1.3423
2673.610107,123.650002,12.01,15.99,1.194172
835.47998,85.269997,30.23,11.94,1.327739
1197.959961,131.570007,36.740002,24.25,1.403607
2268.899902,112.669998,11.31,15.7,1.053186
1928.209961,117.639999,32.110001,16.620001,1.268907
2080.149902,112.82,20.209999,15.29,1.129905
1060.609985,97.43,34.310001,15.89,1.465502
827.5,84.580002,30.02,11.33,1.300678
1147.699951,127.849998,33.189999,21.290001,1.357092
2365.449951,114.120003,10.19,15.99,1.065144
2003.689941,111.860001,15.06,15.16,1.138498
2612.620117,127.489998,13.08,15.57,1.240787
1695.0,124.589996,36.68,20.41,1.352338
1261.119995,174.979996,37.09,34.080002,1.37893
1340.430054,135.039993,36.060001,31.030001,1.357534
1224.51001,76.489998,82.349998,11.18,1.398406
1157.439941,120.559998,36.130001,18.99,1.236002
1519.430054,159.889999,35.279999,30.09,1.340357
976.289978,93.260002,35.790001,13.52,1.421202
1304.890015,157.190002,37.970001,39.169998,1.437298
1706.869995,126.610001,38.27,18.969999,1.321196
1927.109985,119.339996,30.549999,16.459999,1.264143
1847.609985,128.990005,36.790001,21.18,1.373796
2049.800049,119.309998,10.54,15.12,1.123595
1313.719971,153.759995,29.799999,26.709999,1.250469
1297.540039,140.339996,42.110001,36.470001,1.416812
1352.069946,90.080002,70.93,16.299999,1.47741
1413.579956,164.130005,31.809999,31.17,1.307873
872.809998,87.269997,28.629999,12.21,1.326805
2079.060059,122.639999,11.76,16.58,1.129102
2262.530029,108.589996,11.5,15.17,1.044998
2000.719971,122.150002,35.549999,18.43,1.315097
2469.909912,119.309998,9.5,15.58,1.163887
1092.540039,119.75,33.869999,18.120001,1.287996
1257.640015,138.720001,39.0,30.18,1.330123
2139.120117,125.32,9.98,18.200001,1.118068
1655.079956,132.199997,38.689999,22.379999,1.311837
1109.170044,109.470001,39.09,15.97,1.361507
1614.959961,121.129997,34.669998,18.93,1.306762
904.419983,85.43,34.810001,11.29,1.440839
1530.939941,155.330002,34.959999,28.450001,1.334721
2058.199951,114.080002,19.889999,15.11,1.208941
1946.719971,126.199997,36.02,19.040001,1.336791
1882.949951,107.690002,9.18,13.81,1.086496
1920.209961,123.870003,36.16,19.049999,1.337238
2100.439941,113.849998,20.209999,15.45,1.136997
1903.030029,108.089996,8.57,13.62,1.089728
2102.149902,104.330002,16.139999,14.0,1.098901
2041.51001,121.580002,18.280001,16.629999,1.145738
1124.829956,126.300003,32.669998,20.66,1.331913
2028.26001,118.559998,17.41,15.87,1.18707
2474.919922,119.860001,10.06,15.56,1.175461
1559.97998,150.289993,33.389999,25.99,1.292825
2279.550049,115.199997,11.48,16.610001,1.08038
1841.069946,115.389999,35.529999,18.85,1.375024
2400.669922,117.650002,10.11,15.93,1.109398
2383.120117,117.510002,11.29,16.98,1.050972
2316.100098,117.599998,11.5,17.02,1.065859
1151.060059,156.220001,31.25,28.870001,1.353766
1333.699951,97.720001,83.300003,20.621,1.527697
1781.560059,120.959999,34.23,18.889999,1.368794
825.159973,86.610001,29.49,12.14,1.315997
2575.26001,120.669998,10.93,15.79,1.16527
1211.819946,152.889999,36.66,28.07,1.301914
1360.140015,87.010002,108.989998,16.950001,1.552193
1690.25,128.669998,37.580002,19.5,1.327422
1513.170044,161.449997,35.349998,30.780001,1.3611
2068.76001,112.059998,17.73,14.99,1.104899
1321.969971,87.419998,108.5,16.625999,1.575299
1841.400024,117.120003,35.84,19.27,1.369619
1182.449951,112.489998,41.52,17.77,1.336112
2639.399902,125.410004,13.72,15.61,1.217167
1204.420044,177.869995,34.470001,40.52,1.426208
2121.23999,115.32,20.360001,15.46,1.137074
1552.359985,131.309998,31.49,22.09,1.305466
1405.530029,155.630005,35.189999,26.969999,1.228954
1638.170044,135.869995,38.580002,23.0,1.323627
1943.890015,121.410004,38.25,18.459999,1.353711
2099.600098,110.989998,17.51,14.81,1.099046
2460.610107,118.110001,9.54,15.38,1.154974
2534.580078,120.830002,10.18,15.71,1.174757
1304.859985,152.800003,35.040001,27.24,1.269841
1313.800049,139.259995,42.18,36.389999,1.417193
1375.939941,90.269997,95.080002,17.476999,1.587402
1197.300049,112.690002,40.889999,17.84,1.365598
2019.420044,122.519997,18.33,16.950001,1.163738
1950.819946,118.519997,31.059999,16.5,1.265406
2743.149902,125.330002,12.31,16.219999,1.206884
1150.51001,108.360001,38.830002,16.74,1.367746
1852.560059,125.410004,36.09,19.02,1.381903
1208.670044,111.839996,40.299999,17.639999,1.338401
1721.540039,123.540001,36.919998,20.5,1.352247
2090.100098,116.580002,11.95,15.53,1.119207
2002.609985,117.120003,18.049999,15.83,1.193902
1878.040039,129.089996,36.779999,20.08,1.386309
2629.72998,124.279999,13.82,15.46,1.198926
2176.939941,116.769997,10.23,16.09,1.072731
1948.859985,108.620003,15.09,14.02,1.121604
1842.02002,116.739998,35.650002,19.02,1.366848
2041.98999,120.029999,10.28,15.14,1.141292
2036.089966,125.32,11.47,16.91,1.107395
923.719971,91.099998,38.52,13.83,1.382992
1648.359985,134.830002,33.099998,21.709999,1.294783
1091.380005,112.940002,39.419998,18.219999,1.486392
1287.869995,148.669998,39.099998,34.669998,1.445003
2723.070068,125.18,14.41,15.74,1.191753
1782.589966,120.089996,34.799999,18.450001,1.355877
2662.840088,125.800003,12.83,15.45,1.22516
2080.620117,116.690002,18.43,16.27,1.093482
939.150024,93.860001,38.970001,15.01,1.411094
874.090027,87.419998,29.75,11.86,1.315322
1340.680054,145.600006,39.5,34.23,1.425517
1162.27002,176.669998,34.419998,39.139999,1.366027
2474.02002,121.309998,10.15,15.98,1.176152
1781.369995,120.120003,33.630001,19.139999,1.356742
2115.47998,115.260002,18.040001,15.56,1.133299
2201.719971,113.800003,10.44,15.77,1.061233
2067.889893,113.660004,16.84,15.93,1.073814
1639.77002,136.419998,38.759998,23.389999,1.317402
2853.530029,127.349998,13.11,16.209999,1.242807
1166.359985,85.07,82.010002,11.85,1.40162
2465.100098,128.130005,10.03,17.1,1.202906
1654.410034,136.699997,33.25,21.98,1.304393
1556.890015,155.550003,33.610001,27.75,1.290489
907.390015,89.440002,31.49,13.6,1.363903
1319.880005,137.380005,39.68,32.560001,1.381998
1099.22998,160.960007,29.74,29.49,1.319505
1281.869995,136.270004,39.389999,33.610001,1.399208
1626.670044,140.809998,34.169998,22.889999,1.303441
1164.969971,160.490005,31.98,31.200001,1.342895
1622.560059,136.529999,33.619999,21.93,1.324556
1055.329956,121.360001,32.369999,18.540001,1.2664
1115.01001,115.519997,35.349998,17.780001,1.299089
2063.360107,101.419998,10.93,13.21,1.092801
1295.109985,137.770004,41.400002,34.360001,1.390221
1500.180054,160.289993,34.939999,29.85,1.346602
1376.51001,153.380005,34.639999,26.42,1.227687
1352.630005,163.630005,40.610001,32.41,1.312336
2048.719971,113.68,28.25,15.48,1.253337
2352.949951,119.620003,10.68,17.32,1.067247
1351.77002,167.509995,38.689999,32.75,1.323679
2099.929932,105.639999,14.48,14.3,1.086803
1982.77002,117.599998,34.439999,17.07,1.285397
1325.689941,148.220001,39.599998,36.509998,1.413507
1874.73999,118.519997,31.99,16.73,1.272394
2584.620117,122.129997,11.46,16.07,1.159689
968.75,71.339996,55.59,9.58,1.270196
1347.23999,146.380005,44.48,44.029999,1.468795
2560.399902,120.330002,10.57,15.85,1.163724
873.640015,88.330002,28.559999,12.55,1.323522
2751.290039,124.730003,12.57,16.030001,1.197046
1331.290039,91.0,72.900002,17.025999,1.557099
2328.25,116.800003,11.32,16.889999,1.061954
1507.839966,160.990005,35.290001,30.32,1.344628
1265.430054,154.910004,39.060001,27.870001,1.305057
1180.72998,134.410004,34.950001,26.870001,1.360193
1159.969971,131.809998,36.279999,22.690001,1.392002
2088.550049,129.470001,11.18,18.98,1.106501
1065.47998,103.639999,36.68,17.52,1.473405
1363.670044,153.470001,33.380001,26.469999,1.229559
996.22998,87.269997,72.489998,11.38,1.495707
2063.5,115.389999,29.1,15.79,1.254501
2373.469971,117.510002,10.27,16.5,1.074299
1741.890015,121.32,34.52,18.610001,1.348818
1455.880005,172.050003,33.220001,32.970001,1.29769
2001.76001,121.139999,10.11,14.9,1.099396
1797.02002,122.169998,35.639999,19.27,1.359213
1331.339966,97.239998,81.32,20.163,1.520011
2096.290039,113.32,20.26,15.32,1.124202
2108.100098,113.57,16.43,16.0,1.066894
2341.590088,119.529999,10.04,17.15,1.086095
1920.030029,120.940002,37.91,18.299999,1.360452
2089.459961,114.419998,20.76,15.81,1.118631
1441.47998,170.990005,34.18,32.830002,1.285843
