SPX,GLD,USO,SLV,EUR/USD
2432.540039,116.519997,9.25,15.18,1.134687
1185.640015,130.880005,35.68,23.280001,1.385425
1799.839966,122.919998,35.630001,19.290001,1.361934
2108.570068,105.169998,16.24,14.15,1.098406
2066.659912,116.940002,9.6,14.34,1.140498
2026.140015,117.959999,23.280001,16.370001,1.239495
1781.0,118.650002,34.869999,19.139999,1.376292
1169.430054,108.949997,40.290001,17.139999,1.3584
833.73999,92.290001,26.08,13.34,1.286803
1095.170044,118.300003,34.66,17.959999,1.292858
1120.800049,119.489998,33.470001,18.57,1.239342
2395.959961,119.059998,11.4,17.440001,1.056915
1333.51001,142.509995,43.990002,38.73,1.430206
2085.179932,124.389999,9.98,17.459999,1.110248
2297.419922,116.129997,11.54,16.57,1.076171
1325.76001,93.459999,85.730003,18.32,1.581403
1187.76001,133.509995,36.779999,26.549999,1.323802
1859.449951,127.620003,36.740002,20.35,1.370746
1142.160034,126.720001,33.240002,20.99,1.343905
2163.26001,121.559998,10.28,17.450001,1.101904
1413.380005,159.889999,39.66,31.65,1.322524
1342.640015,167.139999,38.02,32.509998,1.327845
2080.149902,114.360001,20.82,15.77,1.134147
2687.540039,122.849998,11.97,15.88,1.190079
1830.609985,127.849998,37.380001,19.209999,1.381712
1632.689941,142.460007,34.400002,23.120001,1.316136
2074.280029,110.209999,15.96,14.9,1.057295
1273.719971,136.970001,40.689999,33.509998,1.388484
1410.48999,160.589996,35.380001,29.75,1.253133
1317.369995,147.830002,38.470001,34.27,1.403666
2114.149902,104.800003,16.34,14.14,1.092705
2057.639893,113.07,19.51,15.03,1.122297
1165.869995,115.089996,38.310001,17.110001,1.263296
1397.680054,87.239998,100.660004,16.700001,1.548995
2365.379883,117.75,11.54,17.030001,1.06094
1367.589966,171.699997,41.18,34.360001,1.346711
2475.419922,119.790001,10.06,15.68,1.168866
1114.280029,82.330002,75.82,10.8,1.378493
1308.869995,154.539993,37.549999,37.41,1.415729
932.679993,92.239998,33.470001,13.06,1.414107
1420.329956,88.25,74.019997,16.061001,1.4801
1358.589966,161.100006,38.509998,30.790001,1.30736
1837.48999,118.120003,33.16,18.83,1.361637
2109.790039,106.980003,15.28,14.58,1.101601
1361.22998,167.350006,39.75,32.279999,1.31268
1105.23999,107.360001,38.990002,15.62,1.354316
752.440002,73.449997,39.549999,8.86,1.243905
940.51001,73.790001,53.220001,9.05,1.280902
1073.869995,105.959999,35.639999,15.9,1.386693
1166.589966,108.589996,38.830002,16.610001,1.341004
1669.160034,132.880005,34.110001,21.620001,1.291906
2043.410034,101.519997,11.4,13.11,1.0993
1685.390015,129.0,38.09,21.09,1.326418
1707.140015,125.699997,37.830002,19.01,1.32575
2249.26001,110.290001,11.72,15.32,1.041699
901.049988,90.190002,32.369999,12.66,1.397155
1136.030029,110.860001,38.400002,18.049999,1.439097
1826.77002,119.5,33.57,19.42,1.359601
1560.699951,154.0,33.599998,27.799999,1.301236
1242.0,167.399994,35.060001,32.5,1.387694
2106.850098,115.510002,20.120001,15.81,1.111432
1446.790039,162.080002,32.18,30.65,1.316482
1426.630005,89.389999,102.800003,16.819,1.565411
2701.330078,125.660004,12.29,15.54,1.233532
1325.839966,156.020004,38.400002,39.119999,1.427002
2061.22998,115.150002,20.74,15.25,1.233898
1329.51001,89.910004,81.300003,16.701,1.544211
2002.160034,123.419998,16.559999,17.23,1.136738
1869.430054,124.879997,36.709999,18.85,1.385291
1802.619995,121.82,35.310001,19.66,1.374023
1273.699951,90.860001,109.919998,17.664,1.573589
1331.849976,152.830002,30.200001,26.129999,1.247349
2046.73999,119.169998,19.77,16.32,1.131439
1990.26001,104.669998,10.11,13.36,1.075199
1401.349976,156.279999,34.91,27.27,1.238697
1139.780029,126.010002,32.650002,20.59,1.325697
2066.129883,116.150002,9.08,14.2,1.1389
2307.870117,117.290001,11.35,16.75,1.069221
2457.590088,124.360001,9.38,16.459999,1.189343
855.159973,87.75,27.85,12.3,1.326594
1126.47998,108.360001,38.200001,17.17,1.438497
2146.100098,127.550003,10.43,18.41,1.124986
1290.839966,130.360001,36.93,26.360001,1.361953
1349.98999,89.150002,75.93,16.952,1.46761
1314.160034,141.610001,42.299999,39.09,1.447639
1371.969971,159.300003,39.169998,29.93,1.319784
2072.830078,115.160004,27.9,15.87,1.248065
890.349976,83.919998,32.369999,11.1,1.345497
1964.819946,116.029999,34.040001,16.6,1.264606
882.679993,89.510002,32.77,12.67,1.393398
1101.530029,114.290001,35.060001,17.24,1.3039
1430.359985,164.440002,32.009998,31.200001,1.316586
2507.040039,121.980003,10.52,15.83,1.174964
1002.719971,94.779999,38.200001,14.52,1.437298
1106.420044,89.57,77.089996,12.95,1.409642
2090.350098,110.75,14.69,15.26,1.103704
1480.939941,163.350006,34.669998,30.67,1.32908
1915.449951,110.57,9.12,14.17,1.109102
1315.98999,154.649994,35.150002,27.68,1.281066
2348.449951,118.830002,10.12,16.620001,1.081245
1003.349976,81.989998,67.779999,10.59,1.361804
2125.77002,126.18,10.09,18.02,1.124733
2439.070068,118.360001,8.93,15.68,1.118356
2139.179932,119.739998,11.43,16.65,1.101188
2070.649902,114.769997,21.959999,15.39,1.229045
2748.22998,125.029999,12.68,16.02,1.192933
2091.5,114.57,16.790001,16.280001,1.094499
2562.100098,122.389999,10.35,16.27,1.184806
2296.679932,113.260002,11.53,15.93,1.075199
2544.72998,122.080002,10.0,16.02,1.174164
2648.050049,124.589996,13.8,15.38,1.208123
2063.110107,112.370003,19.879999,15.03,1.113499
2355.840088,121.959999,10.54,17.059999,1.07149
1419.040039,162.940002,40.029999,32.049999,1.333333
2388.610107,120.25,10.36,16.68,1.092825
1012.72998,93.720001,37.799999,14.79,1.420697
1903.630005,107.290001,8.97,13.82,1.085305
2613.159912,126.82,12.77,15.56,1.23224
1092.910034,103.919998,41.470001,17.32,1.501006
2105.26001,115.669998,11.86,15.22,1.1152
1828.75,126.269997,36.900002,20.629999,1.376197
743.330017,97.730003,23.32,14.34,1.267813
1656.959961,132.809998,37.540001,22.27,1.335506
1405.540039,161.509995,40.189999,31.15,1.332623
2164.25,129.869995,9.84,19.35,1.113474
911.969971,91.93,38.509998,13.99,1.393806
2716.26001,126.239998,12.39,15.54,1.239864
1318.859985,151.619995,34.09,27.049999,1.256124
1269.75,134.119995,38.169998,28.290001,1.289507
2186.159912,128.270004,10.52,18.780001,1.124101
1062.97998,97.050003,34.509998,15.91,1.459172
1121.060059,117.730003,35.869999,17.969999,1.318496
2123.47998,113.889999,19.48,15.96,1.090001
1207.25,163.259995,32.919998,31.77,1.379196
1357.97998,157.160004,31.68,27.639999,1.26807
1868.98999,105.489998,8.56,13.46,1.087701
1129.560059,169.050003,31.129999,34.919998,1.34809
1343.800049,154.830002,38.720001,38.310001,1.442003
1413.109985,165.429993,31.969999,30.68,1.297353
2038.26001,110.459999,29.34,14.92,1.246137
1403.930054,155.130005,34.919998,26.959999,1.23259
1927.880005,119.760002,37.509998,18.059999,1.360415
2073.070068,102.75,10.99,13.49,1.093625
1986.449951,118.68,9.3,14.25,1.087595
1284.26001,89.519997,102.129997,17.360001,1.559308
1308.040039,161.600006,38.830002,29.65,1.2746
2471.649902,125.82,9.63,16.65,1.191043
1365.0,154.130005,32.599998,26.309999,1.218027
1020.619995,93.400002,36.049999,14.62,1.421202
2151.129883,126.07,10.87,18.110001,1.121957
1321.869995,132.850006,36.540001,29.459999,1.3721
2259.530029,110.400002,11.44,15.97,1.062135
1838.630005,127.150002,35.91,20.65,1.367877
1325.51001,152.020004,29.459999,26.120001,1.255178
2368.060059,118.470001,10.57,17.15,1.068707
1213.599976,76.790001,74.989998,10.4,1.432932
2064.459961,122.120003,11.34,16.559999,1.1427
2033.660034,112.019997,14.83,15.11,1.132901
1868.199951,131.759995,35.349998,20.469999,1.385809
2369.75,119.120003,11.47,17.27,1.055275
2599.030029,121.510002,11.4,16.01,1.174122
1588.030029,123.470001,33.740002,18.91,1.307976
2087.790039,118.230003,10.55,16.17,1.1269
1309.660034,139.220001,42.049999,36.119999,1.410596
1570.25,152.429993,34.650002,26.35,1.282051
2098.040039,104.099998,15.1,13.87,1.095602
1254.0,156.039993,38.279999,28.360001,1.304002
1373.199951,86.699997,71.849998,15.654,1.466405
2446.300049,124.419998,9.46,16.42,1.197046
1897.449951,124.599998,37.040001,18.77,1.370952
1279.560059,149.809998,39.849998,36.029999,1.460195
1199.72998,132.199997,35.220001,26.74,1.365728
1973.319946,127.699997,38.860001,20.209999,1.368083
1271.51001,81.230003,93.900002,13.45,1.472581
1263.849976,173.960007,38.209999,33.740002,1.361007
898.719971,90.760002,34.709999,13.1,1.391595
2572.830078,121.129997,10.87,15.91,1.160456
2672.629883,124.57,14.1,15.52,1.193374
2822.429932,126.800003,12.9,16.15,1.238114
1338.599976,87.889999,69.5,15.9,1.463208
1994.23999,113.809998,15.05,15.42,1.147552
870.26001,80.760002,30.65,10.5,1.336005
1751.640015,121.290001,34.709999,19.07,1.351589
2107.959961,113.830002,19.360001,15.11,1.072582
1658.780029,134.630005,33.610001,21.76,1.288245
1877.170044,129.130005,36.299999,20.01,1.387867
2730.129883,124.489998,14.38,15.56,1.193118
1225.72998,158.449997,38.610001,29.82,1.317107
1155.790039,120.660004,36.759998,18.950001,1.263903
1160.75,130.990005,36.09,22.34,1.383394
873.590027,80.650002,38.639999,10.2,1.332996
907.23999,88.639999,30.559999,12.83,1.331593
1366.939941,159.070007,39.029999,29.969999,1.315201
2693.129883,127.599998,13.77,16.26,1.234553
2016.709961,103.18,10.66,13.31,1.082755
1512.119995,162.389999,35.040001,30.809999,1.358142
1078.75,117.339996,33.779999,17.620001,1.272087
998.01001,82.199997,65.029999,10.86,1.344393
1106.410034,109.32,35.48,16.870001,1.461903
1365.910034,165.279999,40.82,32.849998,1.313991
1140.449951,109.720001,39.549999,16.92,1.360692
1877.030029,130.169998,36.57,20.66,1.373419
1071.25,115.730003,34.459999,17.27,1.289308
1588.189941,123.599998,33.630001,18.969999,1.323557
1036.189941,102.529999,39.32,16.07,1.473297
1049.329956,122.080002,31.92,18.93,1.26873
2468.110107,121.870003,9.57,16.15,1.177426
1854.290039,128.199997,36.689999,20.459999,1.368195
2430.060059,120.720001,9.91,16.379999,1.121579
1144.030029,159.460007,30.84,29.66,1.333992
2690.159912,119.730003,11.44,15.22,1.174357
1375.319946,155.139999,33.169998,26.540001,1.22414
2164.449951,117.099998,9.77,16.469999,1.088969
1293.23999,132.690002,38.919998,27.74,1.335327
2160.77002,119.660004,11.51,16.440001,1.114455
1206.51001,82.800003,79.169998,11.89,1.441795
2088.659912,124.300003,10.08,17.42,1.109755
1921.839966,103.019997,9.23,13.19,1.088601
1107.930054,110.209999,35.93,17.09,1.454207
1210.079956,173.889999,33.959999,39.720001,1.452433
1221.060059,136.029999,37.490002,25.629999,1.412729
893.070007,91.029999,32.400002,13.85,1.350202
1109.300049,111.629997,40.290001,18.01,1.498374
1390.709961,91.959999,108.309998,17.860001,1.573193
1881.77002,108.419998,14.38,13.94,1.123103
2752.01001,124.599998,12.55,15.39,1.230921
1300.680054,82.18,93.389999,13.55,1.467093
1808.369995,119.720001,34.91,19.120001,1.370652
1857.619995,124.559998,36.619999,19.059999,1.374136
2089.409912,109.720001,14.63,14.88,1.092896
2747.709961,125.309998,12.38,16.15,1.203746
2093.25,105.019997,15.85,14.02,1.106599
1314.52002,143.809998,43.279999,41.07,1.44321
1996.73999,124.0,35.32,18.74,1.318496
797.869995,90.279999,29.049999,12.79,1.3241
1994.290039,116.849998,34.189999,17.08,1.285149
2080.409912,101.919998,12.93,13.44,1.058302
1374.089966,166.610001,41.75,34.439999,1.33209
2173.02002,125.389999,10.73,18.42,1.101953
2131.52002,122.150002,10.16,17.290001,1.110124
1837.880005,118.82,33.580002,19.129999,1.363196
1054.719971,102.279999,36.540001,17.08,1.471151
954.070007,93.440002,34.810001,13.45,1.41633
2679.25,120.139999,11.61,15.25,1.184133
2550.929932,122.889999,10.23,16.26,1.18318
1495.709961,162.0,34.779999,30.690001,1.364871
1362.209961,171.020004,40.580002,33.380001,1.320481
1326.72998,154.660004,38.25,38.009998,1.417294
1983.530029,125.739998,37.950001,20.1,1.346801
905.840027,90.809998,32.110001,12.72,1.410199
2198.810059,111.75,10.93,15.66,1.064849
2086.050049,107.75,14.44,14.82,1.116096
1325.189941,87.419998,71.540001,16.030001,1.461796
1324.089966,169.559998,37.380001,32.77,1.307702
904.880005,72.220001,50.150002,9.9,1.269503
794.349976,93.089996,29.610001,12.77,1.348399
1992.670044,120.940002,17.450001,16.15,1.178592
2178.149902,128.470001,10.92,18.82,1.127599
1347.050049,169.699997,37.950001,33.259998,1.312164
753.890015,90.800003,28.25,12.79,1.297606
1251.780029,173.199997,37.860001,33.330002,1.378702
1249.050049,73.080002,81.489998,10.32,1.423994
927.22998,92.040001,38.669998,13.66,1.403883
2473.449951,118.239998,9.61,15.42,1.162872
2109.659912,115.43,18.110001,15.63,1.138148
2039.680054,112.040001,29.42,15.11,1.242993
1113.839966,113.510002,34.669998,17.299999,1.299224
1192.699951,77.559998,76.300003,10.95,1.413507
1252.310059,91.230003,114.949997,17.6,1.53339
1062.0,121.0,33.189999,17.889999,1.199199
836.570007,88.949997,32.139999,11.9,1.319192
1314.410034,141.899994,42.75,39.57,1.44421
2444.23999,124.690002,9.53,16.5,1.196387
2152.139893,127.150002,11.19,19.09,1.106293
879.559998,89.269997,32.57,12.69,1.4028
2112.929932,114.660004,19.76,15.21,1.081502
2077.070068,102.669998,11.72,13.62,1.0884
1319.439941,138.210007,41.830002,36.169998,1.411114
1236.910034,171.509995,39.34,32.82,1.350713
888.669983,76.330002,34.450001,9.7,1.292608
1067.359985,119.779999,32.43,17.610001,1.263504
1369.569946,160.460007,39.18,30.559999,1.31268
1197.52002,111.150002,40.110001,17.379999,1.343508
2260.959961,107.589996,11.46,14.98,1.042862
1862.76001,119.220001,31.1,16.67,1.280442
1243.910034,134.199997,37.810001,28.51,1.323995
1416.180054,84.769997,75.5,15.053,1.468299
1998.97998,118.830002,35.25,17.950001,1.295908
1094.599976,107.889999,38.330002,15.57,1.352704
1409.130005,86.550003,75.25,15.52,1.466405
1990.199951,108.410004,15.23,14.42,1.140095
2056.5,102.269997,10.93,13.29,1.096599
1060.27002,117.730003,33.650002,17.65,1.269406
825.880005,91.309998,29.219999,12.52,1.283697
1380.030029,167.449997,31.59,31.370001,1.272394
1074.569946,121.089996,35.209999,18.379999,1.218635
770.049988,97.800003,24.35,14.25,1.293293
1325.540039,171.050003,37.130001,33.360001,1.317003
1909.569946,126.18,36.16,19.17,1.335827
1563.069946,152.160004,33.490002,26.32,1.302932
2716.939941,124.309998,12.81,15.28,1.233685
1883.949951,124.220001,36.32,18.459999,1.386924
1239.699951,171.139999,37.720001,33.139999,1.352667
2055.01001,118.760002,9.8,14.6,1.129203
1972.290039,116.209999,34.41,16.35,1.262834
858.72998,87.879997,29.68,12.57,1.327404
1274.47998,134.910004,38.880001,28.889999,1.296496
2262.030029,107.339996,11.36,15.18,1.051414
2062.139893,115.940002,18.549999,15.64,1.1836
918.369995,91.610001,38.849998,13.97,1.3947
2470.300049,120.75,10.28,15.9,1.18241
1306.099976,136.479996,38.970001,31.200001,1.376406
2464.610107,120.980003,9.75,15.74,1.174122
1102.469971,108.949997,36.66,16.950001,1.434905
1144.72998,127.949997,33.939999,21.4,1.362806
2656.870117,127.120003,13.25,15.62,1.236308
1197.75,132.419998,36.5,24.93,1.369319
2015.930054,117.959999,9.7,14.54,1.110198
1773.430054,121.239998,34.900002,19.17,1.35351
845.140015,89.5,29.219999,12.26,1.293795
1963.709961,127.07,38.18,20.209999,1.361711
1578.780029,136.880005,31.860001,22.18,1.299444
1884.089966,107.980003,14.61,13.97,1.125594
2276.97998,111.75,11.68,15.64,1.060592
1360.550049,91.769997,88.18,17.812,1.582203
1326.449951,88.949997,69.019997,16.375,1.46171
1652.349976,132.449997,37.52,22.190001,1.342102
1188.219971,88.32,86.129997,13.18,1.463315
1114.609985,120.330002,35.490002,18.08,1.238206
1202.089966,175.779999,33.43,38.830002,1.369394
1964.680054,128.539993,37.900002,20.52,1.360507
1423.569946,87.0,100.209999,16.555,1.5596
1697.420044,127.660004,37.220001,20.889999,1.347182
2090.110107,101.25,13.03,13.46,1.060445
1920.030029,106.860001,14.68,13.87,1.117206
2052.75,114.860001,28.73,15.6,1.254076
2180.389893,117.120003,10.34,16.190001,1.075038
1165.829956,110.339996,39.919998,17.08,1.361396
2345.959961,118.669998,10.01,16.67,1.079016
2659.98999,118.010002,11.6,14.85,1.176997
2278.870117,115.550003,11.32,16.629999,1.070859
1997.650024,121.480003,35.299999,18.32,1.293276
2712.919922,124.870003,12.55,15.39,1.228079
1049.339966,97.959999,35.709999,16.309999,1.467093
1345.199951,149.639999,40.5,37.599998,1.442793
1998.300049,117.050003,35.0,16.99,1.277808
1432.119995,164.889999,35.23,31.67,1.263264
1459.98999,171.309998,36.509998,33.610001,1.299376
2122.850098,113.639999,20.16,15.49,1.134906
1774.199951,122.470001,34.73,19.02,1.365505
2477.830078,119.879997,9.96,15.75,1.1728
1890.900024,124.32,35.799999,19.190001,1.376823
1295.02002,133.429993,38.73,28.15,1.328392
1068.76001,99.910004,37.43,17.139999,1.473297
1630.47998,136.75,38.869999,23.59,1.339208
1409.339966,83.989998,90.379997,15.994,1.5434
1339.130005,91.330002,74.550003,17.4,1.4502
2084.389893,120.980003,10.99,16.280001,1.137436
1067.949951,118.470001,32.59,17.74,1.234797
1305.140015,145.929993,42.880001,42.419998,1.422394
1349.880005,90.099998,80.260002,16.787001,1.543496
1228.280029,134.789993,37.959999,27.700001,1.324468
906.830017,94.239998,35.34,14.93,1.415709
1332.630005,142.050003,43.099998,38.34,1.421909
2057.090088,122.989998,16.870001,17.129999,1.112545
1178.589966,130.380005,34.73,25.0,1.349054
1401.02002,88.580002,73.089996,16.077,1.479006
1747.150024,126.160004,33.970001,20.83,1.351808
1165.23999,182.899994,33.59,41.049999,1.400325
1460.910034,169.539993,34.099998,32.119999,1.311648
979.619995,92.110001,35.759998,13.52,1.401463
1320.650024,95.989998,86.339996,19.52,1.534189
2182.219971,128.5,10.99,18.68,1.129892
1314.290039,87.470001,110.949997,16.492001,1.567398
996.460022,92.529999,38.119999,13.57,1.426005
1413.939941,164.5,31.66,31.93,1.307019
826.840027,92.550003,25.6,13.54,1.286604
909.72998,84.459999,33.200001,10.99,1.369901
1554.52002,153.660004,33.189999,27.940001,1.302932
2059.689941,115.599998,17.58,16.23,1.076994
1981.599976,124.68,34.709999,18.700001,1.332197
1193.890015,174.419998,34.009998,39.330002,1.442918
1462.420044,163.169998,33.82,29.92,1.319784
2039.329956,111.669998,28.290001,14.97,1.242993
2564.620117,121.410004,11.09,16.030001,1.179287
2373.469971,114.739998,10.28,16.07,1.069004
1005.809998,92.949997,37.349998,14.34,1.427593
1073.650024,116.839996,32.169998,17.559999,1.234598
845.849976,90.120003,28.809999,12.75,1.279116
1242.869995,133.809998,37.77,28.280001,1.322401
2139.600098,120.419998,11.45,16.719999,1.097695
1086.839966,118.970001,34.77,17.860001,1.211402
2144.290039,121.110001,11.66,16.790001,1.097514
1173.810059,134.75,36.0,24.030001,1.407202
2025.900024,116.43,18.370001,15.85,1.187536
1409.930054,166.550003,31.790001,32.619999,1.293828
2093.320068,104.309998,15.22,13.92,1.088898
1370.180054,86.860001,81.059998,16.6,1.567791
2108.919922,115.330002,19.52,15.66,1.087796
1398.26001,86.510002,102.260002,16.478001,1.554098
1281.920044,133.720001,38.540001,28.08,1.337811
1959.47998,126.940002,39.130001,19.92,1.361137
2747.330078,124.900002,12.34,15.45,1.237562
832.390015,86.949997,27.219999,11.89,1.293494
1957.219971,126.730003,38.970001,20.24,1.361304
1025.390015,97.43,36.939999,16.15,1.454799
1970.069946,124.830002,36.919998,19.780001,1.339603
1884.660034,126.220001,36.139999,18.84,1.387598
2412.909912,120.139999,10.24,16.469999,1.117169
1216.130005,167.100006,38.23,30.639999,1.344104
1613.199951,115.940002,34.330002,17.889999,1.303594
2012.660034,102.889999,10.98,13.19,1.085399
1261.52002,93.169998,116.839996,18.215,1.570007
1326.75,95.18,79.400002,19.620001,1.521005
1263.199951,90.589996,98.040001,17.190001,1.557366
868.150024,83.459999,29.02,10.28,1.400894
1330.73999,96.5,85.800003,19.379,1.565803
1027.369995,117.040001,32.869999,17.440001,1.257103
1334.430054,91.660004,91.440002,17.681999,1.595813
1955.180054,126.309998,35.110001,19.1,1.336398
2269.0,112.580002,11.7,15.76,1.050089
2457.850098,127.459999,9.92,16.91,1.192407
1962.609985,126.849998,39.16,20.049999,1.360193
851.809998,80.910004,44.130001,10.43,1.291773
1232.040039,74.220001,82.970001,10.6,1.3996
1344.900024,167.639999,37.59,32.689999,1.313715
1162.349976,177.669998,33.419998,40.630001,1.44371
1277.579956,79.199997,89.190002,12.94,1.448604
1392.569946,85.82,99.800003,16.503,1.546408
2198.179932,115.580002,10.77,15.72,1.058425
2270.76001,107.790001,11.62,15.24,1.040583
1073.689941,121.300003,34.389999,18.26,1.237302
2358.840088,119.349998,10.55,17.24,1.067008
2000.119995,123.32,35.029999,18.66,1.319087
1355.689941,155.970001,30.49,27.26,1.26807
930.090027,74.0,55.68,9.67,1.295924
700.820007,90.93,24.48,12.77,1.256408
1828.459961,121.790001,34.720001,19.26,1.354224
1091.76001,107.169998,36.34,16.780001,1.414107
1984.130005,118.639999,34.560001,17.92,1.293979
1257.079956,167.320007,39.009998,31.049999,1.341904
1873.910034,128.679993,37.060001,20.370001,1.373702
2091.689941,104.019997,12.46,13.87,1.091596
1361.76001,87.989998,109.050003,16.944,1.546408
1877.699951,118.589996,30.85,16.68,1.263903
1185.900024,181.809998,34.459999,41.220001,1.390414
1346.290039,147.380005,40.869999,36.98,1.437608
2092.429932,115.139999,18.5,15.6,1.057295
2067.639893,104.860001,15.65,13.92,1.109004
1350.930054,87.25,108.68,16.902,1.553808
1136.52002,109.699997,40.41,17.51,1.436596
1388.819946,87.220001,93.199997,16.552,1.563697
1048.920044,120.910004,33.02,18.629999,1.266592
2579.850098,121.190002,10.99,16.17,1.162872
2091.179932,114.669998,18.030001,15.51,1.066906
1689.469971,129.130005,37.759998,20.620001,1.329292
1369.630005,166.339996,40.77,33.759998,1.332268
1848.380005,119.660004,33.77,19.4,1.366848
2428.370117,122.760002,9.71,16.07,1.181195
2429.01001,116.089996,9.62,15.3,1.137139
2387.449951,120.839996,10.26,16.57,1.090893
1287.140015,150.990005,37.099998,35.5,1.431434
1365.51001,155.089996,31.43,26.73,1.258178
1042.630005,100.730003,39.459999,15.86,1.4718
827.159973,90.209999,26.91,12.98,1.291406
2132.550049,120.029999,11.49,16.610001,1.104972
815.940002,90.690002,30.75,13.15,1.329204
1843.800049,119.699997,33.990002,19.17,1.354903
2067.560059,112.110001,25.58,14.83,1.246199
1214.910034,96.169998,112.389999,18.700001,1.582203
1144.97998,111.370003,40.93,18.15,1.441109
1276.339966,130.279999,37.580002,27.299999,1.372307
696.330017,90.040001,25.389999,12.65,1.25318
2075.320068,122.769997,11.73,16.540001,1.121302
2697.790039,124.330002,14.37,15.53,1.184722
1377.650024,86.879997,100.650002,16.587,1.543258
2113.860107,115.699997,18.65,15.83,1.133903
1360.030029,93.239998,79.32,17.700001,1.472299
2099.72998,130.229996,11.33,19.1,1.109903
2440.689941,118.900002,9.2,15.92,1.138265
1092.170044,107.559998,36.5,16.43,1.408232
1995.689941,120.260002,34.259998,18.24,1.291706
1325.829956,139.860001,42.599998,36.77,1.415869
2114.76001,116.330002,19.6,15.87,1.096912
2139.560059,121.639999,10.1,17.4,1.105217
1447.160034,84.860001,78.470001,15.18,1.471692
2078.360107,102.199997,11.26,13.27,1.097526
1461.02002,160.490005,33.880001,29.35,1.308233
1485.97998,163.089996,34.77,30.809999,1.337256
2062.52002,121.790001,19.030001,16.58,1.131875
1403.579956,86.989998,100.110001,16.997,1.5477
1946.160034,116.769997,34.150002,16.48,1.262419
2433.139893,122.449997,9.46,16.65,1.125518
1304.030029,130.449997,38.18,27.690001,1.382992
2119.120117,120.580002,12.43,16.209999,1.140706
1432.839966,171.320007,34.290001,32.900002,1.293326
1997.920044,122.739998,34.869999,18.6,1.318896
1353.219971,149.149994,38.610001,35.5,1.436451
2022.550049,124.199997,17.48,17.18,1.159797
2671.919922,124.589996,14.06,15.51,1.186789
2364.870117,114.470001,10.53,16.059999,1.054741
2181.300049,127.589996,10.96,18.620001,1.127142
1094.900024,112.300003,39.66,18.26,1.491625
1081.400024,103.75,41.330002,17.360001,1.504189
2651.5,118.480003,11.49,14.96,1.177218
2030.77002,112.730003,14.73,15.19,1.135396
1342.829956,88.419998,106.910004,17.153,1.562793
2636.97998,118.489998,11.33,14.87,1.180429
1343.01001,135.410004,36.360001,31.790001,1.362602
2099.840088,103.93,15.03,13.95,1.09031
1200.859985,162.619995,33.43,31.040001,1.3744
1634.959961,136.710007,39.080002,23.43,1.333493
1369.310059,89.419998,83.650002,17.23,1.573688
1775.319946,119.379997,34.639999,18.950001,1.375081
1158.670044,163.399994,37.16,30.200001,1.333102
2053.189941,103.709999,13.39,13.6,1.069999
1656.400024,126.110001,36.549999,21.049999,1.352027
831.950012,88.529999,32.330002,11.85,1.296496
1185.869995,86.709999,84.860001,13.09,1.464193
1435.810059,161.690002,32.669998,30.110001,1.323101
1029.849976,97.889999,36.23,16.040001,1.459002
2059.73999,117.639999,9.7,14.68,1.137967
1556.219971,152.990005,33.040001,28.02,1.298802
2681.469971,119.82,11.51,15.22,1.178425
2388.129883,117.980003,9.93,15.59,1.088898
1763.310059,129.600006,34.849998,21.879999,1.374306
1698.060059,123.730003,36.470001,20.559999,1.352174
2357.159912,119.459999,11.14,17.0,1.05976
2097.899902,129.740005,10.82,18.709999,1.106574
1380.949951,87.989998,72.779999,15.834,1.48021
1097.5,106.529999,36.080002,16.26,1.403095
1298.380005,139.139999,41.130001,35.299999,1.417053
721.359985,89.220001,26.299999,12.59,1.280672
1292.079956,158.639999,39.34,29.049999,1.277596
1066.109985,102.690002,40.900002,16.41,1.48401
2041.910034,118.610001,9.51,14.48,1.137398
1358.040039,168.0,39.279999,32.57,1.305807
1371.089966,165.070007,40.700001,32.630001,1.312508
1312.939941,149.5,39.68,35.290001,1.448604
2683.340088,120.940002,11.66,15.4,1.185733
1078.469971,107.129997,36.779999,15.37,1.368176
2088.0,113.419998,20.200001,15.6,1.124695
1685.72998,127.959999,37.360001,19.139999,1.330141
1562.5,137.899994,31.82,22.620001,1.306165
1369.579956,159.080002,37.049999,29.209999,1.306165
1210.650024,113.029999,41.759998,18.07,1.357405
1342.079956,146.539993,39.349998,34.389999,1.4211
1330.630005,96.18,80.419998,19.667999,1.519203
1205.349976,154.869995,36.200001,27.959999,1.303696
1355.660034,149.199997,45.02,47.0,1.478
1095.310059,121.449997,35.0,18.42,1.231906
1628.930054,130.589996,34.779999,20.6,1.329186
1755.199951,120.989998,34.740002,18.75,1.352503
1321.150024,139.350006,42.330002,34.689999,1.395888
2091.47998,119.419998,10.72,16.209999,1.129203
2043.939941,101.459999,11.0,13.19,1.093398
1866.52002,128.470001,35.84,19.52,1.378208
1563.22998,153.679993,33.419998,27.799999,1.29584
1461.189941,170.399994,35.75,32.990002,1.311011
1057.079956,98.849998,36.189999,16.379999,1.451589
1280.26001,131.199997,37.57,26.85,1.345207
1985.439941,127.160004,38.25,20.290001,1.361007
2202.939941,115.540001,10.63,15.8,1.063886
994.75,96.190002,35.18,15.22,1.425639
1316.630005,152.080002,34.48,27.34,1.266464
1286.939941,157.720001,37.200001,38.290001,1.426208
1347.319946,147.729996,43.259998,38.27,1.482975
1845.119995,129.210007,36.59,21.02,1.373608
